title,action,adventure,animation,comedy,drama,fantasy,filmnoir,horror,imax,musical,mystery,other,romance,scifi,thriller,war,western,average_rating
"Terminal, The (2004)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5
"Notebook, The (2004)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0
"Claymation Christmas Celebration, A (1987)",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0
Undead (2003),1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0
Into the Woods (1991),0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4.0
Taxi (1998),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Tokyo Godfathers (2003),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fahrenheit 9/11 (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
"Last Starfighter, The (1984)",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Spider-Man 2 (2004),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.227272727272727
Before Sunset (2004),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
King Arthur (2004),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Anchorman: The Legend of Ron Burgundy (2004),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333335
"I, Robot (2004)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.166666666666667
"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.25
How the West Was Won (1962),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Live Forever (2003),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"Bourne Supremacy, The (2004)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.3
Slaughterhouse-Five (1972),0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,3.5
"Bachelor and the Bobby-Soxer, The (1947)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Manchurian Candidate, The (2004)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5
"Village, The (2004)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.1666666666666665
Garden State (2004),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
"Funny Thing Happened on the Way to the Forum, A (1966)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5
Collateral (2004),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.5
Code 46 (2003),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0
Harold and Kumar Go to White Castle (2004),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"Princess Diaries 2: Royal Engagement, The (2004)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
AVP: Alien vs. Predator (2004),1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.625
"Bill Cosby, Himself (1983)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Vanity Fair (2004),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Resident Evil: Apocalypse (2004),1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.5
Sky Captain and the World of Tomorrow (2004),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5
Wimbledon (2004),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
"Forgotten, The (2004)",0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,4.25
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Shaun of the Dead (2004),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.7142857142857144
Murder on the Orient Express (1974),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.5
"Man with One Red Shoe, The (1985)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Watermelon Man (1970),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Shark Tale (2004),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8333333333333335
Ladder 49 (2004),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.5
I Heart Huckabees (2004),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25
Primer (2004),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.5
Team America: World Police (2004),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375
Friday Night Lights (2004),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Being Julia (2004),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Sideways (2004),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.166666666666667
"Machinist, The (Maquinista, El) (2004)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.5
Saw (2004),0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2.25
Ray (2004),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
"Incredibles, The (2004)",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.222222222222222
"Polar Express, The (2004)",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.75
After the Sunset (2004),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5
Finding Neverland (2004),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
National Treasure (2004),1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.25
Bad Education (La mala educación) (2004),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0
Alexander (2004),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5
Closer (2004),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.75
House of Flying Daggers (Shi mian mai fu) (2004),1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Ocean's Twelve (2004),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8333333333333335
Blade: Trinity (2004),1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4.5
That's Entertainment (1974),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"Freshman, The (1925)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Great Expectations (1946),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Music Man, The (1962)",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4.0
"Charlie Brown Christmas, A (1965)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
My Name Is Nobody (Il Mio nome è Nessuno) (1973),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Bad Boys (1983),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Electric Dreams (1984),0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,5.0
"Bourne Identity, The (1988)",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.5
Wild Hearts Can't Be Broken (1991),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
"Langoliers, The (1995)",0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,3.5
Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"Interview, The (1998)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5.0
Gia (1998),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Addams Family Reunion (1998),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0
2046 (2004),0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,4.0
Batman Beyond: Return of the Joker (2000),1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0
"Hole, The (2001)",0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2.0
Purely Belter (2000),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
"Tunnel, The (Tunnel, Der) (2001)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Blood: The Last Vampire (2000),1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0
Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Immortel (ad vitam) (Immortal) (2004),1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0
Battlestar Galactica (2003),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4.25
"Animatrix, The (2003)",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0
Wondrous Oblivion (2003),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Lemony Snicket's A Series of Unfortunate Events (2004),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5
"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,3.5
Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.75
Old Boy (2003),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.75
"Jacket, The (2005)",0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3.5
Millions (2004),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.5
Starship Troopers 2: Hero of the Federation (2004),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.5
"Man Who Copied, The (Homem Que Copiava, O) (2003)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
Ong-Bak: The Thai Warrior (Ong Bak) (2003),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
"Sea Inside, The (Mar adentro) (2004)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Spanglish (2004),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.6666666666666665
"Chorus, The (Choristes, Les) (2004)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"Interpreter, The (2005)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.5
Layer Cake (2004),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.5
Flight of the Phoenix (2004),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Ring Two, The (2005)",0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,4.0
"Corporation, The (2003)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Azumi (2003),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0
In My Father's Den (2004),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
DiG! (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Scanner Darkly, A (2006)",0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,4.0
Outfoxed: Rupert Murdoch's War on Journalism (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Million Dollar Baby (2004),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Hotel Rwanda (2004),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.083333333333333
Charlie and the Chocolate Factory (2005),0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4.125
"Life Aquatic with Steve Zissou, The (2004)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.666666666666667
"Aviator, The (2004)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Phantom of the Opera, The (2004)",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2.0
"Woodsman, The (2004)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
In Good Company (2004),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Meet the Fockers (2004),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Appleseed (Appurushîdo) (2004),1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0
Elektra (2005),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"Downfall (Untergang, Der) (2004)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.25
Hide and Seek (2005),0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4.5
Aliens of the Deep (2005),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
Double Dragon (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
Mac and Me (1988),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0
Howl's Moving Castle (Hauru no ugoku shiro) (2004),0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.2
Steamboy (Suchîmubôi) (2004),1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.5
Bride & Prejudice (2004),0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0
Constantine (2005),1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3.25
Kung Fu Hustle (Gong fu) (2004),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.375
Robots (2005),0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3.3333333333333335
"Oh, God! You Devil (1984)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"Agony and the Ecstasy, The (1965)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Cube Zero (2004),0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4.5
Sin City (2005),1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4.083333333333333
Sahara (2005),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Fever Pitch (2005),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5
"Hitchhiker's Guide to the Galaxy, The (2005)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.125
"Amityville Horror, The (2005)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.5
House of D (2004),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Kingdom of Heaven (2005),1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.0
Crash (2004),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Off the Map (2003),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Star Wars: Episode III - Revenge of the Sith (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.1
9 Songs (2004),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
Madagascar (2005),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Mad Hot Ballroom (2005),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Longest Yard, The (2005)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Cinderella Man (2005),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.25
Mr. & Mrs. Smith (2005),1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5
Batman Begins (2005),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.388888888888889
"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.75
War of the Worlds (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.166666666666667
"March of the Penguins (Marche de l'empereur, La) (2005)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Fantastic Four (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8333333333333335
Wedding Crashers (2005),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5
"Island, The (2005)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0
"Devil's Rejects, The (2005)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5
Sky High (2005),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Stealth (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5
"Aristocrats, The (2005)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
Serenity (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5
Broken Flowers (2005),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Grizzly Man (2005),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Animal Farm (1954),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"40-Year-Old Virgin, The (2005)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9166666666666665
Hidden (a.k.a. Cache) (Caché) (2005),0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.75
"Brothers Grimm, The (2005)",0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2.75
"Cave, The (2005)",1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3.5
"Constant Gardener, The (2005)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.75
Transporter 2 (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5
Just Like Heaven (2005),0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4.5
Lord of War (2005),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4.333333333333333
Thumbsucker (2005),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
New Police Story (Xin jing cha gu shi) (2004),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Doom (2005),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.5
Aeon Flux (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.75
"Unfinished Life, An (2005)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Corpse Bride (2005),0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,4.0
"History of Violence, A (2005)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
"Greatest Game Ever Played, The (2005)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Final Fantasy VII: Advent Children (2004),1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0
Wallace & Gromit in The Curse of the Were-Rabbit (2005),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Kiss Kiss Bang Bang (2005),0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0
Brokeback Mountain (2005),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5
Shopgirl (2005),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.5
Stay (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
"Legend of Zorro, The (2005)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.5
Saw II (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0
Chicken Little (2005),1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
Dead Man's Shoes (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Just Friends (2005),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Syriana (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Pride & Prejudice (2005),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.75
"Descent, The (2005)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4.0
Harry Potter and the Goblet of Fire (2005),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4.0
Walk the Line (2005),0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3.5
C.R.A.Z.Y. (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"Ice Harvest, The (2005)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Match Point (2005),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0
Paradise Now (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5.0
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.125
King Kong (2005),1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3.4166666666666665
Memoirs of a Geisha (2005),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
"Family Stone, The (2005)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5
"Three Burials of Melquiades Estrada, The (2006)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Munich (2005),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
"Producers, The (2005)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5
Cheaper by the Dozen 2 (2005),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Keeping Mum (2005),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
District 13 (Banlieue 13) (2004),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
Hostel (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5
Underworld: Evolution (2006),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.0
Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Bandidas (2006),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
Annapolis (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Nanny McPhee (2005),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
Block Party (a.k.a. Dave Chappelle's Block Party) (2005),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Ultraviolet (2006),1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2.5
Pulse (2006),1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,3.25
16 Blocks (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5
Ice Age 2: The Meltdown (2006),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Ask the Dust (2006),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.5
V for Vendetta (2006),1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4.666666666666667
She's the Man (2006),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5
Thank You for Smoking (2006),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8333333333333335
Tsotsi (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Aquamarine (2006),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5
"Hills Have Eyes, The (2006)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.0
"Lives of Others, The (Das leben der Anderen) (2006)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4.75
Lucky Number Slevin (2006),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0
Volver (2006),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Akeelah and the Bee (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Stay Alive (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5.0
Brick (2005),0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4.0
Slither (2006),0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5
Renaissance (2006),1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4.5
"American Haunting, An (2005)",0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3.5
Over the Hedge (2006),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667
Art School Confidential (2006),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Da Vinci Code, The (2006)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.5
X-Men: The Last Stand (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.2
"Break-Up, The (2006)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.5
Cars (2006),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Lake House, The (2006)",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3.5
"Devil Wears Prada, The (2006)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Pirates of the Caribbean: Dead Man's Chest (2006),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.416666666666667
"You, Me and Dupree (2006)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Clerks II (2006),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Marie Antoinette (2006),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0
"Inconvenient Truth, An (2006)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
High School Musical (2006),0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,3.5
Superman Returns (2006),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0
Little Miss Sunshine (2006),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.75
Babel (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0
Scoop (2006),0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4.5
Talladega Nights: The Ballad of Ricky Bobby (2006),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Night at the Museum (2006),1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.5
Stranger than Fiction (2006),0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3.875
Miami Vice (2006),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.5
"Ant Bully, The (2006)",0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3.5
Crank (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
